Datetime,BBC,Daily Mail,NBC News,The Washington Post,New York Times,The Huffington Post,Fox News,The Guardian,The Wall Street Journal,USA Today,LA Times,India Times,Bloomberg,Yahoo,,,
2017-02-17 12:00:04.553727,What is a Day Without Immigrants like?,Tony Blair's rallying cry to Remainers: Former prime minister urges pro-Europeans to band together and block Brexit,Harward Turns Down Offer to Be National Security Adviser,Trump family’s elaborate lifestyle comes at high cost to taxpayers,Trump Delivers Heated Defense of His First Month in Office,ROCKY HORROR SHOW,'DEAD WRONG': CIA Director denies agency hides intelligence from Trump,Robert Harward turns down national security adviser job,Kraft Makes $143 Billion Merger Bid for Unilever,Karolyis and their famed Texas gymnastics ranch draw scrutiny,Republicans in Congress gambled on Trump and won. Here's why they're worried now,"After All US Courts Reject Travel Ban, Donald Trump Prepares For New Executive Order On It",‘In Trump We Trust’ Is Market Mantra as Turmoil Roils Presidency,Best quotes from Trump’s surreal press conference,,,
2017-02-17 13:00:03.930582,What is a Day Without Immigrants like?,Shocking moment 'impatient' sports car driver sparks a multi-car M60 pile-up after pulling out into the path of another vehicle to get out of traffic,Trump's First Month Has Been Anything But a 'Fine-Tuned Machine',Trump family’s elaborate lifestyle comes at high cost to taxpayers,Trump Delivers Heated Defense of His First Month in Office,ROCKY HORROR SHOW,'DEAD WRONG': CIA Director denies agency hides intelligence from Trump,Robert Harward turns down national security adviser job,Kraft Makes $143 Billion Merger Bid for Unilever,Karolyis and their famed Texas gymnastics ranch draw scrutiny,Republicans in Congress gambled on Trump and won. Here's why they're worried now,"After All US Courts Reject Travel Ban, Donald Trump Prepares For New Executive Order On It",Unilever Rejects Kraft Heinz's $143 Billion Takeover Approach,Best quotes from Trump’s surreal press conference,,,
2017-02-17 14:00:03.814439,What is a Day Without Immigrants like?,Shocking moment 'impatient' sports car driver sparks a multi-car M60 pile-up after pulling out into the path of another vehicle to get out of traffic,Trump's First Month Has Been Anything But a 'Fine-Tuned Machine',Trump family’s elaborate lifestyle comes at high cost to taxpayers,Trump Defends ‘Fine-Tuned Machine’ in 77 Chaotic Minutes,SHOCK MEMO: NATIONAL GUARD AS DEPORTATION FORCE,"WHODUNIT? Trump launches bid to find leakers, as speculation surrounds Obama officials",Trump 'considering mobilising national guard for immigration roundups',Kraft Makes $143 Billion Merger Bid for Unilever,Karolyis and their famed Texas gymnastics ranch draw scrutiny,Republicans in Congress gambled on Trump and won. Here's why they're worried now,"After All US Courts Reject Travel Ban, Donald Trump Prepares For New Executive Order On It",White House Denies Trump Will Call Up National Guard for Immigrant Roundup,Zuckerberg's long-term vision for Facebook,,,
2017-02-17 15:00:04.365550,What is a Day Without Immigrants like?,Shocking moment 'impatient' sports car driver sparks a multi-car M60 pile-up after pulling out into the path of another vehicle to get out of traffic,Trump's First Month Has Been Anything But a 'Fine-Tuned Machine',Trump family’s elaborate lifestyle comes at high cost to taxpayers,Trump Defends ‘Fine-Tuned Machine’ in 77 Chaotic Minutes,SHOCK MEMO: NATIONAL GUARD AS DEPORTATION FORCE,"WHODUNIT? Trump launches bid to find leakers, as speculation surrounds Obama officials",Trump 'considering mobilising national guard for immigration roundups',Kraft Makes $143 Billion Takeover Bid for Unilever,"Police: Woman was tricked into Kim killing, told it was a TV-style prank",Republicans in Congress gambled on Trump and won. Here's why they're worried now,"After All US Courts Reject Travel Ban, Donald Trump Prepares For New Executive Order On It",White House Denies Trump Will Call Up National Guard for Immigrant Roundup,How Trump can go after ‘low-life leakers’,,,
2017-02-17 16:00:04.580788,What is a Day Without Immigrants like?,Shocking moment 'impatient' sports car driver sparks a multi-car M60 pile-up after pulling out into the path of another vehicle to get out of traffic,Trump's First Month Has Been Anything But a 'Fine-Tuned Machine',Trump family’s elaborate lifestyle comes at high cost to taxpayers,Trump Defends ‘Fine-Tuned Machine’ in 77 Chaotic Minutes,SHOCK MEMO: NATIONAL GUARD AS DEPORTATION FORCE,"WHODUNIT? Trump launches bid to find leakers, as speculation surrounds Obama officials",Trump 'considered mobilising national guard for immigration roundups',Kraft Makes $143 Billion Takeover Bid for Unilever,"Police: Woman was tricked into Kim killing, told it was a TV-style prank",Trump leaves White House bubble and shifts to campaign mode,"After All US Courts Reject Travel Ban, Donald Trump Prepares For New Executive Order On It",White House Denies Trump Will Call Up National Guard for Immigrant Roundup,How Trump can go after ‘low-life leakers’,,,
2017-02-17 17:00:03.964401,What is a Day Without Immigrants like?,Shocking moment 'impatient' sports car driver sparks a multi-car M60 pile-up after pulling out into the path of another vehicle to get out of traffic,Senate Confirms Scott Pruitt to Head EPA,Senate confirms climate-change skeptic Scott Pruitt to lead EPA,Trump Defends ‘Fine-Tuned Machine’ in 77 Chaotic Minutes,SHOCK MEMO: NATIONAL GUARD AS DEPORTATION FORCE,"WHODUNIT? Trump launches bid to find leakers, as speculation surrounds Obama officials",Trump 'considered mobilising national guard for immigration roundups',Kraft Heinz Makes $143 Billion Bid for U.K. Rival Unilever,"DHS memo proposed using 100,000 Guard troops to round up immigrants",Trump leaves White House bubble and shifts to campaign mode,"After All US Courts Reject Travel Ban, Donald Trump Prepares For New Executive Order On It",Freddie Mac’s Tough Spot: Turn Down a Loan to Trump’s In-Laws?,Obama gets place as 12th best president,,,
2017-02-17 18:00:04.439330,What is a Day Without Immigrants like?,Shocking moment 'impatient' sports car driver sparks a multi-car M60 pile-up after pulling out into the path of another vehicle to get out of traffic,"Scott Pruitt, Staunch Opponent of EPA, Confirmed as Its Director",Senate confirms EPA-adversary Scott Pruitt to lead agency,Trump Defends ‘Fine-Tuned Machine’ in 77 Chaotic Minutes,BIG OIL GETS ITS MAN,FOX NEWS EXCLUSIVE Chicago’s gang members discuss what drives endless bloodshed,Trump 'considered mobilising national guard for immigration roundups',Kraft’s $143 Billion Bid for Unilever Highlights Squeeze in Consumer Goods,"DHS memo proposed using 100,000 Guard troops to round up immigrants",Trump leaves White House bubble and shifts to campaign mode,"After All US Courts Reject Travel Ban, Donald Trump Prepares For New Executive Order On It","Trump's In-Laws May Put Fannie Mae, Freddie Mac in Tough Spot",Obama gets place as 12th best president,,,
2017-02-17 19:00:04.505616,What is a Day Without Immigrants like?,Shocking moment 'impatient' sports car driver sparks a multi-car M60 pile-up after pulling out into the path of another vehicle to get out of traffic,"Scott Pruitt, Staunch Opponent of EPA, Confirmed as Its Director",Senate confirms EPA-adversary Scott Pruitt to lead agency,Senate Vote Puts Seasoned Foe of E.P.A. in Its Top Job,BIG OIL GETS ITS MAN,FOX NEWS EXCLUSIVE Chicago’s gang members discuss what drives endless bloodshed,Trump 'considered mobilising national guard for immigration roundups',Kraft’s Bid for Unilever Points to Consumer Shift,Trump: 'We are going to fight for every last American job',"Trump said he would isolate his family businesses, but they have already seeped into the White House","After All US Courts Reject Travel Ban, Donald Trump Prepares For New Executive Order On It","Trump's In-Laws May Put Fannie Mae, Freddie Mac in a Tough Spot",Obama gets place as 12th best president,,,
2017-02-17 20:00:04.036526,New face for man who tried to kill himself,Shocking moment 'impatient' sports car driver sparks a multi-car M60 pile-up after pulling out into the path of another vehicle to get out of traffic,"Scott Pruitt, Staunch Opponent of EPA, Confirmed as Its Director","Senate confirms Pruitt, longtime adversary of EPA, to lead agency",Senate Vote Puts Seasoned Foe of E.P.A. in Its Top Job,BIG OIL GETS ITS MAN,FOX NEWS EXCLUSIVE Chicago’s gang members discuss what drives endless bloodshed,Trump 'considered mobilising national guard for immigration roundups',Kraft’s Bid for Unilever Points to Consumer Shift,Miami-Dade commission back's mayor's order to end county's 'sanctuary' protection,"Trump said he would isolate his family businesses, but they have already seeped into the White House","After All US Courts Reject Travel Ban, Donald Trump Prepares For New Executive Order On It","Trump, With Praise for Boeing CEO, Hints at Big Fighter-Jet Deal",House Committee probes payment to Flynn,,,
2017-02-17 21:00:04.493868,New face for man who tried to kill himself,Shocking moment 'impatient' sports car driver sparks a multi-car M60 pile-up after pulling out into the path of another vehicle to get out of traffic,"Scott Pruitt, Staunch Opponent of EPA, Confirmed as Its Director","Senate confirms Pruitt, longtime adversary of EPA, to lead agency",Senate Vote Puts Seasoned Foe of E.P.A. in Its Top Job,TYRANT RAGES: MEDIA IS 'THE ENEMY OF THE PEOPLE',"PRESIDENT TRUMP'S FIRST MONTH Rapid-fire executive actions, Donald diplomacy – and controversy",White House on leaked memo: national guard swoop on migrants is not policy,Kraft’s Bid for Unilever Points to Consumer Shift,Miami-Dade commission votes to end county's 'sanctuary' status,"Trump said he would isolate his family businesses, but they have already seeped into the White House","After All US Courts Reject Travel Ban, Donald Trump Prepares For New Executive Order On It","Trump, With Praise for Boeing CEO, Hints at Big Fighter-Jet Deal",Committee probes Russian payment to Flynn,,,
2017-02-17 22:00:04.778332,New face for man who tried to kill himself,Shocking moment 'impatient' sports car driver sparks a multi-car M60 pile-up after pulling out into the path of another vehicle to get out of traffic,"Scott Pruitt, Staunch Opponent of EPA, Confirmed as Its Director","Senate confirms Pruitt, longtime adversary of EPA, to lead agency",Senate Vote Puts Seasoned Foe of E.P.A. in Its Top Job,TYRANT RAGES: MEDIA IS 'THE ENEMY OF THE PEOPLE',"PRESIDENT TRUMP'S FIRST MONTH Rapid-fire executive actions, Donald diplomacy – and controversy",White House on leaked memo: national guard swoop on migrants is not policy,Kraft’s Bid for Unilever Points to Consumer Shift,Analysis: Trump is a master of language,"Trump said he would isolate his family businesses, but they have already seeped into the White House","After All US Courts Reject Travel Ban, Donald Trump Prepares For New Executive Order On It","Trump, With Praise for Boeing CEO, Hints at Big Fighter-Jet Deal",Committee probes Russian payment to Flynn,,,
2017-02-17 23:00:04.437092,Is terror returning to Pakistan?,Shocking moment 'impatient' sports car driver sparks a multi-car M60 pile-up after pulling out into the path of another vehicle to get out of traffic,"Scott Pruitt, Staunch Opponent of EPA, Confirmed as Its Director",Trump’s immigration goals run into obstacles — including the president himself,Senate Vote Puts Seasoned Foe of E.P.A. in Its Top Job,TYRANT RAGES: MEDIA IS 'THE ENEMY OF THE PEOPLE',FOX NEWS POLL: Slightly more voters trust Trump than media,White House on leaked memo: national guard swoop on migrants is not policy,Kraft’s Bid for Unilever Points to Consumer Shift,Kushner tells Time Warner of CNN concerns,"Trump said he would isolate his family businesses, but they have already seeped into the White House","After All US Courts Reject Travel Ban, Donald Trump Prepares For New Executive Order On It","Trump, With Praise for Boeing CEO, Hints at Big Fighter-Jet Deal",Committee probes Russian payment to Flynn,,,
2017-02-18 00:00:04.063677,,Shocking moment 'impatient' sports car driver sparks a multi-car M60 pile-up after pulling out into the path of another vehicle to get out of traffic,"Scott Pruitt, Staunch Opponent of EPA, Confirmed as Its Director",Trump’s immigration goals run into obstacles — including the president himself,Senate Vote Puts Seasoned Foe of E.P.A. in Its Top Job,TYRANT RAGES: MEDIA IS 'THE ENEMY OF THE PEOPLE',FOX NEWS POLL: Slightly more voters trust Trump than media,White House on leaked memo: national guard swoop on migrants is not policy,Kraft’s Bid for Unilever Points to Consumer Shift,Kushner tells Time Warner of CNN concerns,"Major flooding, mudslides and deadly winds as biggest storm in years barrels into L.A. area","After All US Courts Reject Travel Ban, Donald Trump Prepares For New Executive Order On It","Trump, With Praise for Boeing CEO, Hints at Big Fighter-Jet Deal",Committee probes Russian payment to Flynn,,,
